dim_1,dim_2,dim_3,value
4,7,9,546132719.7107073068618774
4,7,10,236100894.9243128895759583
4,7,11,189475273.5934328734874725
4,7,12,293711172.7339750528335571
4,7,13,754921061.8891688585281372
4,7,14,151089838.4458715915679932
4,7,15,59082300.4023975804448128
4,7,16,0
4,8,1,4131335.6116266692988575
4,8,2,12443512.805850138887763
4,8,3,60791730.2611213400959969
4,8,4,72090934.4489900469779968
4,8,5,76318771.6681909561157227
4,8,6,89978266.5921777039766312
4,8,7,86172536.7946467995643616
4,8,8,10298220.5877057779580355
4,8,9,420797827.0273361206054688
4,8,10,376573121.7168827056884766
4,8,11,658021765.4271495342254639
4,8,12,778795354.529997706413269
4,8,13,262189634.5899490416049957
4,8,14,1136920113.5997519493103027
4,8,15,77150535.1289650350809097
4,8,16,0
4,9,1,7052558.6864872192963958
4,9,2,26156216.0748378373682499
4,9,3,69208295.5695254057645798
4,9,4,103702422.7897196114063263
4,9,5,85030090.3665524274110794
4,9,6,178946630.8424530029296875
4,9,7,83877618.3403545618057251
4,9,8,148639581.1120896637439728
4,9,9,11233603.877175884321332
4,9,10,291285464.9857735633850098
4,9,11,995352639.883432149887085
4,9,12,1003037587.5481171607971191
4,9,13,1216366658.9739747047424316
4,9,14,1462394145.1806836128234863
4,9,15,101181611.241733655333519
4,9,16,0
4,10,1,3249508.4311368721537292
4,10,2,19150862.0943969339132309
4,10,3,30875264.2461497485637665
4,10,4,41203447.7592828348278999
4,10,5,108401063.385069727897644
4,10,6,115440287.9759747833013535
4,10,7,342745994.3260931372642517
4,10,8,2532928187.438809871673584
4,10,9,216148045.5535930991172791
4,10,10,12670168.1277803424745798
4,10,11,2173573204.6238932609558105
4,10,12,1355189142.2456488609313965
4,10,13,1579810172.7125272750854492
4,10,14,240055233.0873987376689911
4,10,15,177679145.6423003971576691
4,10,16,0
4,11,1,5255647.7667839517816901
4,11,2,22048049.4623671062290668
4,11,3,40284339.7254035845398903
4,11,4,61906964.9432291463017464
4,11,5,179857224.9473750293254852
4,11,6,260724492.5198590755462646
4,11,7,128099336.2131239026784897
4,11,8,248606848.1075713038444519
4,11,9,105662986.6852296441793442
4,11,10,127597752.4735837429761887
4,11,11,8034950.6119999829679728
4,11,12,2228763697.8347101211547852
4,11,13,1973745878.4699709415435791
4,11,14,2626603651.9639081954956055
4,11,15,235683643.9563037157058716
4,11,16,0
4,12,1,4852130.6757587846368551
4,12,2,40064154.0507049858570099
4,12,3,37057438.98454649746418
4,12,4,81092997.563833624124527
4,12,5,113683623.6905547082424164
4,12,6,147672897.3584067225456238
4,12,7,398756396.3987753391265869
4,12,8,576585366.2280135154724121
4,12,9,934798307.3262573480606079
4,12,10,2008149171.7874040603637695
4,12,11,2832807381.3983750343322754
4,12,12,16039260.5656623505055904
4,12,13,2309218829.313417911529541
4,12,14,2906225288.6540322303771973
4,12,15,259478349.8749969899654388
4,12,16,0
4,13,1,10909645.6103617567569017
4,13,2,13916902.6110352817922831
4,13,3,24303507.4679864533245564
4,13,4,142043902.881222665309906
4,13,5,65000377.8058875203132629
4,13,6,135250506.9745548963546753
4,13,7,438347083.8344805240631104
4,13,8,174135882.8562020063400269
4,13,9,899439507.0673419237136841
4,13,10,178259742.7477034330368042
4,13,11,1844236859.5109312534332275
4,13,12,2258353428.332068920135498
4,13,13,11362956.6328934766352177
4,13,14,3501795926.4497671127319336
4,13,15,382945953.6067663431167603
4,13,16,0
4,14,1,6147474.720070619136095
4,14,2,16769498.2430495508015156
4,14,3,29461363.716195322573185
4,14,4,71867958.2441447824239731
4,14,5,235732317.4448340237140656
4,14,6,121981052.0549521148204803
4,14,7,146038571.1047786772251129
4,14,8,716037347.0564396381378174
4,14,9,175326239.75031378865242
4,14,10,1433317812.3379480838775635
4,14,11,1819588327.9845669269561768
4,14,12,2143083387.9243204593658447
4,14,13,2929194387.4540987014770508
4,14,14,16659363.0866028163582087
4,14,15,1306431277.6231615543365479
4,14,16,0
4,15,1,5691690.7207441972568631
4,15,2,24216806.1103518158197403
4,15,3,93996715.4614048302173615
4,15,4,156968962.3532983660697937
4,15,5,88400666.0326093733310699
4,15,6,110327719.4768384993076324
4,15,7,47056690.0532503947615623
4,15,8,139410860.3901063501834869
4,15,9,162601521.5838779211044312
4,15,10,1571672816.7907357215881348
4,15,11,2059818886.1221520900726318
4,15,12,2364348285.5056958198547363
4,15,13,3039741771.2630429267883301
4,15,14,5299024766.1657381057739258
4,15,15,43243421.3235598132014275
4,15,16,0
4,16,1,0
4,16,2,0
4,16,3,0
4,16,4,0
4,16,5,0
4,16,6,0
4,16,7,0
4,16,8,0
4,16,9,0
4,16,10,0
4,16,11,0
4,16,12,0
4,16,13,0
4,16,14,0
4,16,15,0
4,16,16,0
5,1,1,49672.4969768494411255
5,1,2,1050536.047089199302718
5,1,3,3365372.0366879776120186
5,1,4,4651538.4413696760311723
5,1,5,3954065.5705009386874735
5,1,6,8656575.4036738146096468
5,1,7,16371876.8202978502959013
5,1,8,12255739.2398912291973829
5,1,9,17217889.8814184293150902
5,1,10,20600138.3531774245202541
5,1,11,18149341.1578476205468178
5,1,12,31143028.5406889505684376
5,1,13,32200984.5048631988465786
5,1,14,32552616.5449894405901432
5,1,15,3368687.3969440935179591
5,1,16,0
5,2,1,920385.4165421525249258
5,2,2,520900.3889726877096109
5,2,3,6567734.9578744126483798
5,2,4,9919130.0747029650956392
5,2,5,11566202.5902466680854559
5,2,6,16486835.1257228385657072
5,2,7,21229391.9597465135157108
5,2,8,24271280.955690823495388
5,2,9,35630621.0304956063628197
5,2,10,39694796.8269313797354698
5,2,11,27783030.0789879187941551
5,2,12,55798395.1801977530121803
5,2,13,31838009.0702937059104443
5,2,14,80566660.652194008231163
5,2,15,7959405.6575069995597005
5,2,16,0
5,3,1,1610863.3520537563599646
5,3,2,9997329.5408165082335472
5,3,3,1576627.8631036172155291
5,3,4,15086760.964994290843606
5,3,5,16395784.2472247593104839
5,3,6,37719275.5824088752269745
5,3,7,32828888.3158014267683029
5,3,8,173581332.0441655516624451
5,3,9,35911981.963444821536541
5,3,10,114160570.8759077936410904
5,3,11,120283912.5321855396032333
5,3,12,128206816.2461113482713699
5,3,13,225874218.0419880449771881
5,3,14,261220901.5244050025939941
5,3,15,4014734.7310524256899953
5,3,16,0
5,4,1,1456736.9012612742371857
5,4,2,6758957.384246020577848
5,4,3,17428483.3392905183136463
5,4,4,2913152.4496224178001285
5,4,5,26588906.037843756377697
5,4,6,62079635.2570790350437164
5,4,7,85405934.0361460894346237
5,4,8,445751709.7751258611679077
5,4,9,88801554.5656988769769669
5,4,10,101004811.3044989854097366
5,4,11,80655261.8456648737192154
5,4,12,180245257.2079651355743408
5,4,13,118022916.0979173183441162
5,4,14,183602342.742349773645401
5,4,15,22178657.6928008235991001
5,4,16,0
5,5,1,2834004.270067133475095
5,5,2,9063092.1633824445307255
5,5,3,15206348.5727221127599478
5,5,4,31720918.0624266043305397
5,5,5,3983483.5269744172692299
5,5,6,86369796.5784372985363007
5,5,7,83782690.0735185593366623
5,5,8,73601551.084338366985321
5,5,9,260048102.6861870884895325
5,5,10,144296422.7214691638946533
5,5,11,217109644.4287953972816467
5,5,12,388820415.2993006706237793
5,5,13,457602740.9133559465408325
5,5,14,129755237.3952102810144424
5,5,15,31382544.093848068267107
5,5,16,0
5,6,1,6259921.74413460213691
5,6,2,16932134.3490195535123348
5,6,3,18633605.3214698433876038
5,6,4,27791570.1330322287976742
5,6,5,59913459.241566114127636
5,6,6,6271641.6100590862333775
5,6,7,96400459.9694493860006332
5,6,8,184666585.0276650786399841
5,6,9,120590001.8007529973983765
5,6,10,205093849.7510525286197662
5,6,11,255682766.7086873948574066
5,6,12,259867144.164154589176178
5,6,13,104863518.8911908715963364
5,6,14,253280027.9017749726772308
5,6,15,43488312.7219864502549171
5,6,16,0
5,7,1,3607871.8576783402822912
5,7,2,11336464.4420657157897949
5,7,3,47173619.9868450686335564
5,7,4,24794942.5002692006528378
5,7,5,58248773.8198322728276253
5,7,6,179470732.8295543193817139
5,7,7,7868777.9507934898138046
5,7,8,194561201.8696641623973846
5,7,9,546136310.2589870691299438
5,7,10,236100436.4388372302055359
5,7,11,189474527.1640668213367462
5,7,12,293710294.8559645414352417
5,7,13,754922330.6362581253051758
5,7,14,151088948.4218764901161194
5,7,15,59082323.727338120341301
5,7,16,0
5,8,1,4131319.9228499480523169
5,8,2,12443450.3171156346797943
5,8,3,60791681.5406964123249054
5,8,4,72090650.1085253953933716
5,8,5,76318309.562193289399147
5,8,6,89977641.4565031379461288
5,8,7,86171895.7897675633430481
5,8,8,10298161.0718427468091249
5,8,9,420797006.6556555032730103
5,8,10,376573060.1971136927604675
5,8,11,658022954.2605255842208862
5,8,12,778796569.068036675453186
5,8,13,262188267.2478137314319611
5,8,14,1136921216.4382619857788086
5,8,15,77150556.4097547382116318
5,8,16,0
5,9,1,7052554.3937219269573689
5,9,2,26156153.8607369996607304
5,9,3,69208266.4834406971931458
5,9,4,103702230.0643810778856277
5,9,5,85029576.6717785596847534
5,9,6,178945654.7257601618766785
5,9,7,83876978.6541806310415268
5,9,8,148637705.4483480453491211
5,9,9,11233534.2864340208470821
5,9,10,291283457.4774731993675232
5,9,11,995357703.3653692007064819
5,9,12,1003037868.4328256845474243
5,9,13,1216366344.7663757801055908
5,9,14,1462393492.0359117984771729
5,9,15,101181492.3150716125965118
5,9,16,0
5,10,1,3249498.6465657786466181
5,10,2,19150837.8498487733304501
5,10,3,30875195.2198896296322346
5,10,4,41203313.3785090893507004
5,10,5,108400979.1765036135911942
5,10,6,115439937.1186220794916153
5,10,7,342746756.4160658717155457
5,10,8,2532980129.873784065246582
5,10,9,216146601.3222442865371704
5,10,10,12670109.7354493755847216
5,10,11,2173617409.6807084083557129
5,10,12,1355194858.6073782444000244
5,10,13,1579812844.4799740314483643
5,10,14,240053881.9257824718952179
5,10,15,177678499.5675795078277588
5,10,16,0
5,11,1,5255641.0501192519441247
5,11,2,22048026.7559456788003445
5,11,3,40284283.6739811897277832
5,11,4,61906848.5793064907193184
5,11,5,179857612.9807842671871185
5,11,6,260725057.8245224952697754
5,11,7,128098818.2312620282173157
5,11,8,248606309.5547263920307159
5,11,9,105662399.6360187083482742
5,11,10,127596939.1169593334197998
5,11,11,8034914.9611294055357575
5,11,12,2228803917.7738957405090332
5,11,13,1973751175.4724631309509277
5,11,14,2626607972.3936386108398438
5,11,15,235683457.8376464545726776
5,11,16,0
5,12,1,4852120.1644509183242917
5,12,2,40064246.4574049711227417
5,12,3,37057354.3965510949492455
5,12,4,81092921.7987702190876007
5,12,5,113683450.9961337149143219
5,12,6,147672562.2965317666530609
5,12,7,398757049.3652682304382324
5,12,8,576586463.2709423303604126
5,12,9,934805354.1415793895721436
5,12,10,2008201597.6410284042358398
5,12,11,2832910049.3113770484924316
5,12,12,16039251.6346612051129341
5,12,13,2309239813.4217586517333984
5,12,14,2906243767.3368411064147949
5,12,15,259479176.7179713249206543
5,12,16,0
5,13,1,10909670.8499480988830328
5,13,2,13916850.5497286133468151
5,13,3,24303408.8179483748972416
5,13,4,142044218.4914492070674896
5,13,5,65000109.6447977051138878
5,13,6,135250074.7515268325805664
5,13,7,438347770.1519341468811035
5,13,8,174135079.9731563031673431
5,13,9,899440479.7273323535919189
5,13,10,178258806.4497876465320587
5,13,11,1844259302.5449211597442627
5,13,12,2258384501.3157100677490234
5,13,13,11362929.2902657315135002
5,13,14,3501804773.8565173149108887
5,13,15,382945975.5854578614234924
5,13,16,0
5,14,1,6147463.4887672197073698
5,14,2,16769440.8291726689785719
5,14,3,29461252.3490241281688213
5,14,4,71867779.5480553805828094
5,14,5,235732810.921907365322113
5,14,6,121980578.7996686100959778
5,14,7,146037880.2395321428775787
5,14,8,716038449.6330422163009644
5,14,9,175325187.1517400145530701
5,14,10,1433319845.1575052738189697
5,14,11,1819596187.1314172744750977
5,14,12,2143090765.3837165832519531
5,14,13,2929204219.1056618690490723
5,14,14,16659312.6180668268352747
5,14,15,1306432033.5658164024353027
5,14,16,0
5,15,1,5691677.7486519329249859
5,15,2,24216757.3691430948674679
5,15,3,93996931.0412592589855194
5,15,4,156969317.5519933104515076
5,15,5,88400355.6096707880496979
5,15,6,110327243.1281598061323166
5,15,7,47056410.6255838498473167
5,15,8,139410119.2472525238990784
5,15,9,162600479.6409502923488617
5,15,10,1571674484.7255430221557617
5,15,11,2059828055.5870456695556641
5,15,12,2364354395.0830240249633789
5,15,13,3039743554.1588039398193359
5,15,14,5299025533.5670881271362305
5,15,15,43243203.0593726187944412
5,15,16,0
5,16,1,0
5,16,2,0
5,16,3,0
5,16,4,0
5,16,5,0
5,16,6,0
5,16,7,0
5,16,8,0
5,16,9,0
5,16,10,0
5,16,11,0
5,16,12,0
5,16,13,0
5,16,14,0
5,16,15,0
5,16,16,0
6,1,1,49672.4897482644446427
6,1,2,1050535.9199811273720115
6,1,3,3365372.1653303140774369
6,1,4,4651538.2961508454754949
6,1,5,3954064.9774173917248845
6,1,6,8656574.7770982496440411
6,1,7,16371877.7628804687410593
6,1,8,12255737.7517643459141254
6,1,9,17217889.0033353939652443
6,1,10,20600137.0364962853491306
6,1,11,18149339.4264704063534737
6,1,12,31143026.7664022110402584
6,1,13,32200982.2185562178492546
6,1,14,32552613.7832002229988575
6,1,15,3368687.3831279836595058
6,1,16,0
6,2,1,920385.4138083535945043
6,2,2,520900.3135759913711809
6,2,3,6567734.2565768491476774
6,2,4,9919128.8216295670717955
6,2,5,11566200.6684475038200617
6,2,6,16486832.4120765216648579
6,2,7,21229388.3963938169181347
6,2,8,24271276.7339528352022171
6,2,9,35630618.0786935016512871
6,2,10,39694793.4380305856466293
6,2,11,27783026.6045535579323769
6,2,12,55798390.3263826668262482
6,2,13,31838004.8245326802134514
6,2,14,80566654.1294163465499878
6,2,15,7959405.6023101070895791
6,2,16,0
6,3,1,1610863.3441708518657833
6,3,2,9997330.4706971254199743
6,3,3,1576627.6336933253332973
6,3,4,15086758.3372877910733223
6,3,5,16395781.2559502441436052
6,3,6,37719270.155587837100029
6,3,7,32828882.2035358659923077
6,3,8,173581369.9480417966842651
6,3,9,35911977.4690064415335655
6,3,10,114160567.5563228130340576
6,3,11,120283906.7853352129459381
6,3,12,128206808.4249903708696365
6,3,13,225874216.4761616587638855
6,3,14,261220899.7177471816539764
6,3,15,4014734.1943246754817665
6,3,16,0
6,4,1,1456736.7029286699835211
6,4,2,6758956.370643780566752
6,4,3,17428481.1764315441250801
6,4,4,2913152.0211034459061921
6,4,5,26588900.997698362916708
6,4,6,62079627.468157485127449
6,4,7,85405923.8174411505460739
6,4,8,445751916.9823696613311768
6,4,9,88801547.0126708596944809
6,4,10,101004802.2384278476238251
6,4,11,80655252.0254027992486954
6,4,12,180245244.7323751151561737
6,4,13,118022901.7707800716161728
6,4,14,183602324.2347737550735474
6,4,15,22178657.2252640537917614
6,4,16,0
6,5,1,2834004.153406591154635
6,5,2,9063090.8258236739784479
6,5,3,15206345.8023688830435276
6,5,4,31720912.7703754790127277
6,5,5,3983482.9331159447319806
6,5,6,86369786.9114154577255249
6,5,7,83782674.5528502464294434
6,5,8,73601537.563779205083847
6,5,9,260048142.7280621528625488
6,5,10,144296410.0235805511474609
6,5,11,217109629.6801741719245911
6,5,12,388820409.888496458530426
6,5,13,457602733.7276386022567749
6,5,14,129755218.4015710353851318
6,5,15,31382542.8352674320340157
6,5,16,0
6,6,1,6259923.0579332038760185
6,6,2,16932133.6297185271978378
6,6,3,18633601.9258302934467793
6,6,4,27791564.9061023853719234
6,6,5,59913449.2182483226060867
6,6,6,6271640.6579503044486046
6,6,7,96400440.7252757996320724
6,6,8,184666560.1392954885959625
6,6,9,120589986.4465958178043365
6,6,10,205093832.6434114575386047
6,6,11,255682744.4648995399475098
6,6,12,259867117.1028028726577759
6,6,13,104863501.9982791543006897
6,6,14,253279991.1614038944244385
6,6,15,43488309.6575897186994553
6,6,16,0
6,7,1,3607871.5294340415857732
6,7,2,11336462.5577054210007191
6,7,3,47173619.0683543384075165
6,7,4,24794938.3694410845637321
6,7,5,58248762.4093563109636307
6,7,6,179470732.282835453748703
6,7,7,7868776.7182008605450392
6,7,8,194561168.734894722700119
6,7,9,546136489.9653987884521484
6,7,10,236100417.211940735578537
6,7,11,189474501.7949770390987396
6,7,12,293710259.2684417366981506
6,7,13,754922302.558154821395874
6,7,14,151088921.2958992421627045
6,7,15,59082317.5195940062403679
6,7,16,0
6,8,1,4131319.5266251531429589
6,8,2,12443448.2154643908143044
6,8,3,60791682.7142276391386986
6,8,4,72090642.3001002073287964
6,8,5,76318295.0403798222541809
6,8,6,89977622.326376885175705
6,8,7,86171876.3515019565820694
6,8,8,10298159.4142340328544378
6,8,9,420797061.5824862718582153
6,8,10,376573065.4509333372116089
6,8,11,658022936.5235240459442139
6,8,12,778796536.6203988790512085
6,8,13,262188222.8459202349185944
6,8,14,1136921139.8784623146057129
6,8,15,77150546.7785940766334534
6,8,16,0
6,9,1,7052554.7671086769551039
6,9,2,26156152.6968781426548958
6,9,3,69208268.7120020389556885
6,9,4,103702227.9705659598112106
6,9,5,85029560.8515998721122742
6,9,6,178945633.5374582707881927
6,9,7,83876959.5601282715797424
6,9,8,148637657.0683839917182922
6,9,9,11233532.4633460808545351
6,9,10,291283418.7548370361328125
6,9,11,995357830.4374408721923828
6,9,12,1003037771.3528246879577637
6,9,13,1216366199.8455479145050049
6,9,14,1462393298.807509183883667
6,9,15,101181472.6684231460094452
6,9,16,0
6,10,1,3249498.2967375870794058
6,10,2,19150836.4181186370551586
6,10,3,30875192.3548121303319931
6,10,4,41203308.6928186044096947
6,10,5,108400973.2678598463535309
6,10,6,115439925.0316773355007172
6,10,7,342746802.7436169981956482
6,10,8,2532982459.4383697509765625
6,10,9,216146590.7704335153102875
6,10,10,12670108.6893545035272837
6,10,11,2173619227.4107351303100586
6,10,12,1355194963.667522668838501
6,10,13,1579812793.5342929363250732
6,10,14,240053847.9597107470035553
6,10,15,177678449.6984976232051849
6,10,16,0
6,11,1,5255640.6616249196231365
6,11,2,22048025.2284577563405037
6,11,3,40284280.5740555450320244
6,11,4,61906843.1376284211874008
6,11,5,179857610.7994279563426971
6,11,6,260725054.6235077083110809
6,11,7,128098800.5603998154401779
6,11,8,248606298.5003662109375
6,11,9,105662387.5575750768184662
6,11,10,127596921.4533282667398453
6,11,11,8034914.2856368478387594
6,11,12,2228805491.684058666229248
6,11,13,1973751205.8536574840545654
6,11,14,2626607894.5420761108398438
6,11,15,235683416.989434540271759
6,11,16,0
6,12,1,4852119.7215755870565772
6,12,2,40064246.3041492030024529
6,12,3,37057350.8998844474554062
6,12,4,81092916.138738751411438
6,12,5,113683441.4048225581645966
6,12,6,147672547.1417235136032104
6,12,7,398757034.2902918457984924
6,12,8,576586447.9067351818084717
6,12,9,934805575.1310007572174072
6,12,10,2008203745.3556203842163086
6,12,11,2832914322.0273175239562988
6,12,12,16039252.7799761779606342
6,12,13,2309240463.7008042335510254
6,12,14,2906244210.0360298156738281
6,12,15,259479172.213380753993988
6,12,16,0
6,13,1,10909670.8122583162039518
6,13,2,13916848.8522760663181543
6,13,3,24303405.6899130791425705
6,13,4,142044217.2715122103691101
6,13,5,65000100.9185100644826889
6,13,6,135250058.3161884248256683
6,13,7,438347752.103641152381897
6,13,8,174135056.2439201176166534
6,13,9,899440433.9551483392715454
6,13,10,178258784.8441750705242157
6,13,11,1844260079.5469961166381836
6,13,12,2258385598.8143215179443359
6,13,13,11362929.2277867682278156
6,13,14,3501804720.510735034942627
6,13,15,382945917.0604129433631897
6,13,16,0
6,14,1,6147462.9681370044127107
6,14,2,16769438.8850913941860199
6,14,3,29461248.7092044614255428
6,14,4,71867772.3154059648513794
6,14,5,235732807.1808137893676758
6,14,6,121980562.3301087766885757
6,14,7,146037857.1773497462272644
6,14,8,716038419.9918364286422729
6,14,9,175325158.1718039810657501
6,14,10,1433319794.5351150035858154
6,14,11,1819596316.5451145172119141
6,14,12,2143090824.2856514453887939
6,14,13,2929204288.3413186073303223
6,14,14,16659312.0598715543746948
6,14,15,1306431889.3144145011901855
6,14,16,0
6,15,1,5691677.2162837823852897
6,15,2,24216755.2212602011859417
6,15,3,93996930.5024973899126053
6,15,4,156969316.251749575138092
6,15,5,88400344.6649781465530396
6,15,6,110327227.1886739283800125
6,15,7,47056402.2908343225717545
6,15,8,139410099.1748931109905243
6,15,9,162600452.3288410902023315
6,15,10,1571674407.6449923515319824
6,15,11,2059828208.0992798805236816
6,15,12,2364354362.5597033500671387
6,15,13,3039743236.9713459014892578
6,15,14,5299024843.1604394912719727
6,15,15,43243196.7094068303704262
6,15,16,0
6,16,1,0
6,16,2,0
6,16,3,0
6,16,4,0
6,16,5,0
6,16,6,0
6,16,7,0
6,16,8,0
6,16,9,0
6,16,10,0
6,16,11,0
6,16,12,0
6,16,13,0
6,16,14,0
6,16,15,0
6,16,16,0
7,1,1,49672.4924373297981219
7,1,2,1050535.9555010322947055
7,1,3,3365372.3560575782321393
7,1,4,4651538.5221796799451113
7,1,5,3954065.0827841884456575
7,1,6,8656575.1478052269667387
7,1,7,16371878.7264497485011816
7,1,8,12255738.1720727682113647
7,1,9,17217888.563753392547369
7,1,10,20600136.2128285132348537
7,1,11,18149339.3324426338076591
7,1,12,31143025.2802889496088028
7,1,13,32200981.1773474626243114
7,1,14,32552613.2282498776912689
7,1,15,3368687.0256903693079948
7,1,16,0
7,2,1,920385.4618258767295629
7,2,2,520900.3412197040743195
7,2,3,6567734.5525330286473036
7,2,4,9919129.2338645122945309
7,2,5,11566201.0362437721341848
7,2,6,16486832.9528563730418682
7,2,7,21229389.0786150842905045
7,2,8,24271277.4441148117184639
7,2,9,35630617.5125468000769615
7,2,10,39694792.7497237622737885
7,2,11,27783027.3692800141870975
7,2,12,55798389.4336425289511681
7,2,13,31838005.9976412542164326
7,2,14,80566652.2471209913492203
7,2,15,7959404.7462548008188605
7,2,16,0
7,3,1,1610863.4277899409644306
7,3,2,9997331.117504870519042
7,3,3,1576627.7191471194382757
7,3,4,15086758.8696168810129166
7,3,5,16395781.6931981667876244
7,3,6,37719271.8511964380741119
7,3,7,32828883.2113863676786423
7,3,8,173581383.7941032350063324
7,3,9,35911978.3683773353695869
7,3,10,114160558.4318097829818726
7,3,11,120283899.4222201704978943
7,3,12,128206802.3714423179626465
7,3,13,225874192.2510870695114136
7,3,14,261220871.5874806344509125
7,3,15,4014734.3059265301562846
7,3,16,0
7,4,1,1456736.7475677884649485
7,4,2,6758956.6050177831202745
7,4,3,17428481.9794937446713448
7,4,4,2913152.1845844499766827
7,4,5,26588901.8173628412187099
7,4,6,62079630.8469300717115402
7,4,7,85405929.0011800974607468
7,4,8,445751955.9236344695091248
7,4,9,88801546.869006022810936
7,4,10,101004800.9069911390542984
7,4,11,80655253.8309769183397293
7,4,12,180245237.510726273059845
7,4,13,118022903.8792140334844589
7,4,14,183602322.6784556210041046
7,4,15,22178654.6703963167965412
7,4,16,0
7,5,1,2834004.2872865963727236
7,5,2,9063091.145973201841116
7,5,3,15206346.2649691365659237
7,5,4,31720914.1054734997451305
7,5,5,3983483.1636655516922474
7,5,6,86369792.8790534734725952
7,5,7,83782679.3992268592119217
7,5,8,73601541.3703428208827972
7,5,9,260048140.5877133011817932
7,5,10,144296407.2886708378791809
7,5,11,217109619.3716523349285126
7,5,12,388820366.8980312943458557
7,5,13,457602682.9562395215034485
7,5,14,129755223.2036099135875702
7,5,15,31382539.0576417781412601
7,5,16,0
7,6,1,6259923.4991613980382681
7,6,2,16932134.5250717028975487
7,6,3,18633602.4987232387065887
7,6,4,27791565.7602744325995445
7,6,5,59913452.5030345246195793
7,6,6,6271641.0297125084325671
7,6,7,96400447.7145463228225708
7,6,8,184666581.1131951808929443
7,6,9,120589990.7547321319580078
7,6,10,205093826.9980147480964661
7,6,11,255682734.877896636724472
7,6,12,259867111.7086077928543091
7,6,13,104863506.9793025255203247
7,6,14,253279994.7297784984111786
7,6,15,43488304.0533972606062889
7,6,16,0
7,7,1,3607871.6727652084082365
7,7,2,11336462.8925133123993874
7,7,3,47173621.969528928399086
7,7,4,24794939.1189812906086445
7,7,5,58248765.143871583044529
7,7,6,179470753.5799500048160553
7,7,7,7868777.2139119748026133
7,7,8,194561199.387724369764328
7,7,9,546136538.8543812036514282
7,7,10,236100415.7133365571498871
7,7,11,189474505.7562107145786285
7,7,12,293710257.4325704574584961
7,7,13,754922216.3214706182479858
7,7,14,151088929.5245648324489594
7,7,15,59082309.5716018006205559
7,7,16,0
7,8,1,4131319.6874685133807361
7,8,2,12443448.5662989094853401
7,8,3,60791686.7496541887521744
7,8,4,72090646.7807253897190094
7,8,5,76318299.5656678974628448
7,8,6,89977628.77765092253685
7,8,7,86171882.8241302371025085
7,8,8,10298160.1473160497844219
7,8,9,420797160.7436786293983459
7,8,10,376573075.1636331081390381
7,8,11,658022866.4890413284301758
7,8,12,778796448.9420164823532104
7,8,13,262188232.5171036720275879
7,8,14,1136921008.6103382110595703
7,8,15,77150535.2329006940126419
7,8,16,0
7,9,1,7052555.1433807173743844
7,9,2,26156153.9721329100430012
7,9,3,69208273.0976210683584213
7,9,4,103702235.296942725777626
7,9,5,85029566.1973787993192673
7,9,6,178945654.5790744423866272
7,9,7,83876966.3157557845115662
7,9,8,148637686.0183503925800323
7,9,9,11233533.4552044104784727
7,9,10,291283464.3176603317260742
7,9,11,995357759.768114447593689
7,9,12,1003037658.5024925470352173
7,9,13,1216366061.3503448963165283
7,9,14,1462393123.1247036457061768
7,9,15,101181456.7544887661933899
7,9,16,0
7,10,1,3249498.3253112710081041
7,10,2,19150835.8501393534243107
7,10,3,30875192.1053437665104866
7,10,4,41203309.2406419068574905
7,10,5,108400970.3973117470741272
7,10,6,115439926.8911100775003433
7,10,7,342746824.0254755020141602
7,10,8,2532982817.1954350471496582
7,10,9,216146642.9380066096782684
7,10,10,12670110.0654499474912882
7,10,11,2173619311.1828908920288086
7,10,12,1355194842.99037766456604
7,10,13,1579812637.1734721660614014
7,10,14,240053868.8897727727890015
7,10,15,177678424.3449238836765289
7,10,16,0
7,11,1,5255640.5096557838842273
7,11,2,22048024.467203289270401
7,11,3,40284279.4725346490740776
7,11,4,61906842.0088455304503441
7,11,5,179857591.345960944890976
7,11,6,260725026.4476306140422821
7,11,7,128098803.2566729784011841
7,11,8,248606310.1984699666500092
7,11,9,105662399.6783678829669952
7,11,10,127596937.1281963288784027
7,11,11,8034915.0698175244033337
7,11,12,2228805462.9860968589782715
7,11,13,1973751031.0969438552856445
7,11,14,2626607655.7148737907409668
7,11,15,235683383.6971117556095123
7,11,16,0
7,12,1,4852119.6746678994968534
7,12,2,40064242.0567004978656769
7,12,3,37057350.6018770039081573
7,12,4,81092912.9692383855581284
7,12,5,113683438.021160677075386
7,12,6,147672544.606389969587326
7,12,7,398756989.3547099232673645
7,12,8,576586385.2202707529067993
7,12,9,934805517.3017874956130981
7,12,10,2008203814.6157596111297607
7,12,11,2832914487.1320624351501465
7,12,12,16039254.322613088414073
7,12,13,2309240270.2183675765991211
7,12,14,2906243909.81842041015625
7,12,15,259479133.8855744004249573
7,12,16,0
7,13,1,10909669.6574674677103758
7,13,2,13916849.1949919369071722
7,13,3,24303406.4432526379823685
7,13,4,142044202.0207555890083313
7,13,5,65000102.7281289994716644
7,13,6,135250058.5789645612239838
7,13,7,438347702.4409542679786682
7,13,8,174135064.6464403569698334
7,13,9,899440347.0263521671295166
7,13,10,178258801.2262619435787201
7,13,11,1844259960.1438121795654297
7,13,12,2258385443.1589546203613281
7,13,13,11362930.2833727337419987
7,13,14,3501804298.5671324729919434
7,13,15,382945855.1849573850631714
7,13,16,0
7,14,1,6147462.8638070756569505
7,14,2,16769439.1797792799770832
