dim_1,dim_2,dim_3,value
14,12,1,4852119.4389678882434964
14,12,2,40064211.360530287027359
14,12,3,37057349.2637030482292175
14,12,4,81092891.3603249788284302
14,12,5,113683415.7830840945243835
14,12,6,147672529.8094266653060913
14,12,7,398756667.7679703831672668
14,12,8,576585935.3374061584472656
14,12,9,934805047.2427068948745728
14,12,10,2008203810.8234639167785645
14,12,11,2832914676.215240478515625
14,12,12,16039265.2137594725936651
14,12,13,2309238717.4029197692871094
14,12,14,2906241633.7041440010070801
14,12,15,259478857.6502309143543243
14,12,16,0
14,13,1,10909661.3109970316290855
14,13,2,13916852.0720354877412319
14,13,3,24303412.6260315775871277
14,13,4,142044091.9606319963932037
14,13,5,65000117.8638755828142166
14,13,6,135250064.3271757960319519
14,13,7,438347347.3475176692008972
14,13,8,174135131.0098329484462738
14,13,9,899439728.9044928550720215
14,13,10,178258924.8312781453132629
14,13,11,1844258913.590801477432251
14,13,12,2258384058.7125711441040039
14,13,13,11362937.9348367694765329
14,13,14,3501801258.3301005363464355
14,13,15,382945421.2643108367919922
14,13,16,0
14,14,1,6147462.2308363225311041
14,14,2,16769441.766977546736598
14,14,3,29461255.5318318232893944
14,14,4,71867770.4397727251052856
14,14,5,235732595.5847565233707428
14,14,6,121980582.8317507356405258
14,14,7,146037896.5433834195137024
14,14,8,716037782.5138615369796753
14,14,9,175325275.7360776662826538
14,14,10,1433318730.2895736694335938
14,14,11,1819594764.7740180492401123
14,14,12,2143088811.4884419441223145
14,14,13,2929201507.114771842956543
14,14,14,16659324.5162584278732538
14,14,15,1306430429.4851920604705811
14,14,16,0
14,15,1,5691677.012466604821384
14,15,2,24216753.0952431112527847
14,15,3,93996848.0194475501775742
14,15,4,156969176.8137306272983551
14,15,5,88400356.6102892905473709
14,15,6,110327253.7094443440437317
14,15,7,47056427.1675075739622116
14,15,8,139410184.3347064256668091
14,15,9,162600580.7201739251613617
14,15,10,1571673247.2738134860992432
14,15,11,2059826394.1248071193695068
14,15,12,2364352014.2436275482177734
14,15,13,3039739981.5002951622009277
14,15,14,5299018806.4415168762207031
14,15,15,43243217.6240609064698219
14,15,16,0
14,16,1,0
14,16,2,0
14,16,3,0
14,16,4,0
14,16,5,0
14,16,6,0
14,16,7,0
14,16,8,0
14,16,9,0
14,16,10,0
14,16,11,0
14,16,12,0
14,16,13,0
14,16,14,0
14,16,15,0
14,16,16,0
15,1,1,49672.5166098932677414
15,1,2,1050536.2753874962218106
15,1,3,3365373.8484677765518427
15,1,4,4651540.3723857887089252
15,1,5,3954066.0974823497235775
15,1,6,8656578.2896711174398661
15,1,7,16371886.1834072638303041
15,1,8,12255741.9544762670993805
15,1,9,17217885.1307151541113853
15,1,10,20600129.7541288807988167
15,1,11,18149339.0183620117604733
15,1,12,31143013.4662486761808395
15,1,13,32200973.1793636083602905
15,1,14,32552609.3784932121634483
15,1,15,3368684.0737949027679861
15,1,16,0
15,2,1,920385.8473255126737058
15,2,2,520900.5900053505320102
15,2,3,6567737.1715769106522202
15,2,4,9919132.9531606324017048
15,2,5,11566204.5718276612460613
15,2,6,16486838.1198682431131601
15,2,7,21229395.6349629983305931
15,2,8,24271284.4114834442734718
15,2,9,35630613.6132097616791725
15,2,10,39694787.9645979329943657
15,2,11,27783034.6227468028664589
15,2,12,55798383.3497358709573746
15,2,13,31838016.8346338421106339
15,2,14,80566638.4266723394393921
15,2,15,7959397.6823370642960072
15,2,16,0
15,3,1,1610864.0998228269163519
15,3,2,9997336.1575697902590036
15,3,3,1576628.4872168346773833
15,3,4,15086763.9842181690037251
15,3,5,16395786.1114943325519562
15,3,6,37719287.3265913501381874
15,3,7,32828893.1778108067810535
15,3,8,173581488.0512948036193848
15,3,9,35911987.0071276873350143
15,3,10,114160483.8702943474054337
15,3,11,120283840.0709647685289383
15,3,12,128206754.4042948186397552
15,3,13,225873992.3467335999011993
15,3,14,261220639.4570359885692596
15,3,15,4014735.3723615827038884
15,3,16,0
15,4,1,1456737.1610085372813046
15,4,2,6758958.7946719564497471
15,4,3,17428489.2108302041888237
15,4,4,2913153.6511942376382649
15,4,5,26588909.958440262824297
15,4,6,62079660.9213398993015289
15,4,7,85405974.6471100151538849
15,4,8,445752222.8633027076721191
15,4,9,88801547.7025783509016037
15,4,10,101004792.3230870515108109
15,4,11,80655271.389986976981163
15,4,12,180245181.1313534080982208
15,4,13,118022925.1485567539930344
15,4,14,183602314.7608740329742432
15,4,15,22178633.6695118099451065
15,4,16,0
15,5,1,2834005.3915667491964996
15,5,2,9063094.1232015173882246
15,5,3,15206350.8312415666878223
15,5,4,31720926.5910112485289574
15,5,5,3983485.2291582655161619
15,5,6,86369844.8931074887514114
15,5,7,83782723.6568220108747482
15,5,8,73601576.4698976278305054
15,5,9,260048112.4810227155685425
15,5,10,144296388.075410932302475
15,5,11,217109538.0782133638858795
15,5,12,388820012.8574813604354858
15,5,13,457602265.0520456433296204
15,5,14,129755267.9979319870471954
15,5,15,31382508.1579754017293453
15,5,16,0
15,6,1,6259926.6717034531757236
15,6,2,16932142.0282816365361214
15,6,3,18633608.1414823867380619
15,6,4,27791574.2275704927742481
15,6,5,59913482.3888916671276093
15,6,6,6271644.3588263792917132
15,6,7,96400510.6829781979322433
15,6,8,184666761.2381506562232971
15,6,9,120590030.4999912828207016
15,6,10,205093784.9051625728607178
15,6,11,255682661.5561976134777069
15,6,12,259867074.3467728197574615
15,6,13,104863552.6915275752544403
15,6,14,253280034.0717909336090088
15,6,15,43488258.5336302742362022
15,6,16,0
15,7,1,3607872.9115783041343093
15,7,2,11336466.1404939945787191
15,7,3,47173646.1721537485718727
15,7,4,24794946.4231366962194443
15,7,5,58248790.8208143189549446
15,7,6,179470929.9748177528381348
15,7,7,7868781.6430867239832878
15,7,8,194561461.7365342676639557
15,7,9,546136895.4715663194656372
15,7,10,236100408.4962601959705353
15,7,11,189474545.3087218701839447
15,7,12,293710251.7843173742294312
15,7,13,754921510.7683357000350952
15,7,14,151089004.8350150585174561
15,7,15,59082245.5137047171592712
15,7,16,0
15,8,1,4131321.0854999898001552
15,8,2,12443452.0063173230737448
15,8,3,60791719.7448583468794823
15,8,4,72090685.932199239730835
15,8,5,76318340.8793754279613495
15,8,6,89977687.2475926876068115
15,8,7,86171941.5511709749698639
15,8,8,10298166.6531350035220385
15,8,9,420797966.3668622970581055
15,8,10,376573154.3418632745742798
15,8,11,658022292.2411935329437256
15,8,12,778795732.6786295175552368
15,8,13,262188324.3916638195514679
15,8,14,1136919943.764885425567627
15,8,15,77150442.3481792658567429
15,8,16,0
15,9,1,7052558.0497264852747321
15,9,2,26156164.6902335099875927
15,9,3,69208308.6894810646772385
15,9,4,103702296.4432596415281296
15,9,5,85029614.6339100450277328
15,9,6,178945834.2385457158088684
15,9,7,83877027.2839357107877731
15,9,8,148637938.327864944934845
15,9,9,11233542.1456087455153465
15,9,10,291283851.5713057518005371
15,9,11,995357142.2000982761383057
15,9,12,1003036751.4670124053955078
15,9,13,1216364955.0715820789337158
15,9,14,1462391722.2964339256286621
15,9,15,101181330.4351788312196732
15,9,16,0
15,10,1,3249498.6552367815747857
15,10,2,19150831.5410475097596645
15,10,3,30875190.8101532980799675
15,10,4,41203315.024653285741806
15,10,5,108400948.2764814645051956
15,10,6,115439945.5168390572071075
15,10,7,342746987.9682511687278748
15,10,8,2532985155.8620491027832031
15,10,9,216147077.1978113949298859
15,10,10,12670121.7281462289392948
15,10,11,2173619516.1354155540466309
15,10,12,1355193817.1674754619598389
15,10,13,1579811358.2545633316040039
15,10,14,240054051.1058979332447052
15,10,15,177678228.0982643961906433
15,10,16,0
15,11,1,5255639.357002867385745
15,11,2,22048018.5809270963072777
15,11,3,40284271.1928727254271507
15,11,4,61906834.1302393823862076
15,11,5,179857431.0727449059486389
15,11,6,260724794.3380239009857178
15,11,7,128098830.2868236303329468
15,11,8,248606409.9916753768920898
15,11,9,105662503.1635142415761948
15,11,10,127597071.5040287524461746
15,11,11,8034921.7361246971413493
15,11,12,2228804802.4880409240722656
15,11,13,1973749578.1262781620025635
15,11,14,2626605702.3824062347412109
15,11,15,235683119.4215895235538483
15,11,16,0
15,12,1,4852119.4053469048812985
15,12,2,40064206.9748389571905136
15,12,3,37057349.0729378238320351
15,12,4,81092888.2736271172761917
15,12,5,113683412.6069401651620865
15,12,6,147672527.6970532536506653
15,12,7,398756621.8225851058959961
15,12,8,576585871.0615571737289429
15,12,9,934804980.054797887802124
15,12,10,2008203810.0127408504486084
15,12,11,2832914702.6952714920043945
15,12,12,16039266.7696878686547279
15,12,13,2309238495.4631333351135254
15,12,14,2906241308.4494166374206543
15,12,15,259478818.1837761104106903
15,12,16,0
15,13,1,10909660.118501553311944
15,13,2,13916852.4833014663308859
15,13,3,24303413.5097778290510178
15,13,4,142044076.2359156012535095
15,13,5,65000120.0274412259459496
15,13,6,135250065.150364875793457
15,13,7,438347296.6151570677757263
15,13,8,174135140.494313657283783
15,13,9,899439640.5968484878540039
15,13,10,178258942.4941195249557495
15,13,11,1844258763.9674298763275146
15,13,12,2258383860.7717790603637695
15,13,13,11362939.0280467234551907
15,13,14,3501800823.9629297256469727
15,13,15,382945359.2752349376678467
15,13,16,0
15,14,1,6147462.1404649363830686
15,14,2,16769442.1368621066212654
15,14,3,29461256.403469443321228
15,14,4,71867770.2345530092716217
15,14,5,235732569.0395159423351288
15,14,6,121980585.4740554541349411
15,14,7,146037901.5811987519264221
15,14,8,716037702.6182188987731934
15,14,9,175325290.6152289509773254
15,14,10,1433318596.9169142246246338
15,14,11,1819594569.4461450576782227
15,14,12,2143088558.5841217041015625
15,14,13,2929201157.7094078063964844
15,14,14,16659326.0821872092783451
15,14,15,1306430246.8462021350860596
15,14,16,0
15,15,1,5691676.9891100320965052
15,15,2,24216752.8373556733131409
15,15,3,93996837.6679636836051941
15,15,4,156969159.316112607717514
15,15,5,88400358.1554662138223648
15,15,6,110327257.1050850450992584
15,15,7,47056430.3250346556305885
15,15,8,139410195.108672022819519
15,15,9,162600596.9514855444431305
15,15,10,1571673101.9467887878417969
15,15,11,2059826165.7873623371124268
15,15,12,2364351719.6077628135681152
15,15,13,3039739574.1890764236450195
15,15,14,5299018051.5814285278320312
15,15,15,43243220.2760089561343193
15,15,16,0
15,16,1,0
15,16,2,0
15,16,3,0
15,16,4,0
15,16,5,0
15,16,6,0
15,16,7,0
15,16,8,0
15,16,9,0
15,16,10,0
15,16,11,0
15,16,12,0
15,16,13,0
15,16,14,0
15,16,15,0
15,16,16,0
16,1,1,49672.5196325697106658
16,1,2,1050536.3153717934619635
16,1,3,3365374.0349253909662366
16,1,4,4651540.6035783383995295
16,1,5,3954066.2243529264815152
16,1,6,8656578.6823074370622635
16,1,7,16371887.1150254942476749
16,1,8,12255742.4272598009556532
16,1,9,17217884.7015703618526459
16,1,10,20600128.9468459151685238
16,1,11,18149338.9792840667068958
16,1,12,31143011.9895252101123333
16,1,13,32200972.179753765463829
16,1,14,32552608.8975189216434956
16,1,15,3368683.7047697864472866
16,1,16,0
16,2,1,920385.8954927866579965
16,2,2,520900.6211150463204831
16,2,3,6567737.4989590058103204
16,2,4,9919133.4180974848568439
16,2,5,11566205.0138838980346918
16,2,6,16486838.7658918425440788
16,2,7,21229396.4547138102352619
16,2,8,24271285.2827033698558807
16,2,9,35630613.1259927153587341
16,2,10,39694787.3667545020580292
16,2,11,27783035.5299007818102837
16,2,12,55798382.5896840319037437
16,2,13,31838018.1898600570857525
16,2,14,80566636.6996258795261383
16,2,15,7959396.7992577813565731
16,2,16,0
16,3,1,1610864.1837919214740396
16,3,2,9997336.787347799167037
16,3,3,1576628.5832606335170567
16,3,4,15086764.6237211395055056
16,3,5,16395786.6640413329005241
16,3,6,37719289.2612872645258904
16,3,7,32828894.4241128042340279
16,3,8,173581501.0788609683513641
16,3,9,35911988.0875526145100594
16,3,10,114160474.5494367182254791
16,3,11,120283832.651848241686821
16,3,12,128206748.408569261431694
16,3,13,225873967.3561136722564697
16,3,14,261220610.4377451241016388
16,3,15,4014735.5057375812903047
16,3,16,0
16,4,1,1456737.2126924006734043
16,4,2,6758959.06841707136482
16,4,3,17428490.1148420497775078
16,4,4,2913153.8345863460563123
16,4,5,26588910.9765060655772686
16,4,6,62079664.6810530498623848
16,4,7,85405980.3533762097358704
16,4,8,445752256.2110732197761536
16,4,9,88801547.8074132055044174
16,4,10,101004791.2509206831455231
16,4,11,80655273.5861329585313797
16,4,12,180245174.0844454765319824
16,4,13,118022927.8090186268091202
16,4,14,183602313.7729995846748352
16,4,15,22178631.0441595762968063
16,4,16,0
16,5,1,2834005.5295554050244391
16,5,2,9063094.4954017605632544
16,5,3,15206351.4022299461066723
16,5,4,31720928.1520781368017197
16,5,5,3983485.487436437048018
16,5,6,86369851.3958663046360016
16,5,7,83782729.1903283596038818
16,5,8,73601580.8587062507867813
16,5,9,260048108.9633626639842987
16,5,10,144296385.6747680604457855
16,5,11,217109527.9168735146522522
16,5,12,388819968.5979570746421814
16,5,13,457602212.8088347315788269
16,5,14,129755273.5998148024082184
16,5,15,31382504.2952134571969509
16,5,16,0
16,6,1,6259927.0679624667391181
16,6,2,16932142.9660187512636185
16,6,3,18633608.8470795266330242
16,6,4,27791575.2864306941628456
16,6,5,59913486.1255932748317719
16,6,6,6271644.7751115951687098
16,6,7,96400518.556438073515892
16,6,8,184666783.7567829787731171
16,6,9,120590035.4700049459934235
16,6,10,205093779.6446107625961304
16,6,11,255682652.3921198844909668
16,6,12,259867069.6787032783031464
16,6,13,104863558.4079296588897705
16,6,14,253280038.993796706199646
16,6,15,43488252.8433216437697411
16,6,16,0
16,7,1,3607873.0664018248207867
16,7,2,11336466.5466043800115585
16,7,3,47173649.1971829012036324
16,7,4,24794947.3366028741002083
16,7,5,58248794.0314283668994904
16,7,6,179470952.0272994637489319
16,7,7,7868782.1969230212271214
16,7,8,194561494.5378768444061279
16,7,9,546136940.0392999649047852
16,7,10,236100407.5959993302822113
16,7,11,189474550.2559509575366974
16,7,12,293710251.0818419456481934
16,7,13,754921422.5671056509017944
16,7,14,151089014.2526992857456207
16,7,15,59082237.5062003806233406
16,7,16,0
16,8,1,4131321.2602256136015058
16,8,2,12443452.4364609364420176
16,8,3,60791723.8686463162302971
16,8,4,72090690.8264521509408951
16,8,5,76318346.0447819977998734
16,8,6,89977694.5583554208278656
16,8,7,86171948.8946992456912994
16,8,8,10298167.4666198994964361
16,8,9,420798067.0937471985816956
16,8,10,376573164.2422212362289429
16,8,11,658022220.4548459053039551
16,8,12,778795643.1402008533477783
16,8,13,262188335.8821837306022644
16,8,14,1136919810.6543018817901611
16,8,15,77150430.7373986840248108
16,8,16,0
16,9,1,7052558.4128155587241054
16,9,2,26156166.0297644212841988
16,9,3,69208313.1376913636922836
16,9,4,103702304.0861518830060959
16,9,5,85029620.6898072510957718
16,9,6,178945856.6984637379646301
16,9,7,83877034.9074084013700485
16,9,8,148637969.8745100200176239
16,9,9,11233543.2322314269840717
16,9,10,291283899.9880926609039307
16,9,11,995357064.9779491424560547
16,9,12,1003036638.0843058824539185
16,9,13,1216364816.7857558727264404
16,9,14,1462391547.1924252510070801
16,9,15,101181314.6455180495977402
16,9,16,0
16,10,1,3249498.6965195969678462
16,10,2,19150831.0025101155042648
16,10,3,30875190.6485382616519928
16,10,4,41203315.7482145801186562
16,10,5,108400945.5116149336099625
16,10,6,115439947.8463698476552963
16,10,7,342747008.4587517976760864
16,10,8,2532985448.0144906044006348
16,10,9,216147131.4884349703788757
16,10,10,12670123.1862830109894276
16,10,11,2173619541.5565085411071777
16,10,12,1355193688.9141921997070312
16,10,13,1579811198.3794269561767578
16,10,14,240054073.8892418146133423
16,10,15,177678203.5701443254947662
16,10,16,0
16,11,1,5255639.212947559542954
16,11,2,22048017.84522670134902
16,11,3,40284270.1581305041909218
16,11,4,61906833.1458714976906776
16,11,5,179857411.0365490317344666
16,11,6,260724765.3213086426258087
16,11,7,128098833.6677101105451584
16,11,8,248606422.4682014286518097
16,11,9,105662516.1020732074975967
16,11,10,127597088.3049706816673279
16,11,11,8034922.5695789745077491
16,11,12,2228804719.7432990074157715
16,11,13,1973749396.4831657409667969
16,11,14,2626605458.2006931304931641
16,11,15,235683086.3882259130477905
16,11,16,0
16,12,1,4852119.3717258675023913
16,12,2,40064202.5891489535570145
16,12,3,37057348.882171094417572
16,12,4,81092885.1869233548641205
16,12,5,113683409.4307798743247986
16,12,6,147672525.5846464335918427
16,12,7,398756575.87706059217453
16,12,8,576585806.7855006456375122
16,12,9,934804912.8666409254074097
16,12,10,2008203809.2018835544586182
16,12,11,2832914729.1752533912658691
16,12,12,16039268.3256162162870169
16,12,13,2309238273.5233645439147949
16,12,14,2906240983.1947813034057617
16,12,15,259478778.7173457145690918
16,12,16,0
16,13,1,10909658.9260065499693155
16,13,2,13916852.8945669829845428
16,13,3,24303414.3935227170586586
16,13,4,142044060.51119264960289
16,13,5,65000122.1909981667995453
16,13,6,135250065.9735234677791595
16,13,7,438347245.882637083530426
16,13,8,174135149.9787582755088806
16,13,9,899439552.2893884181976318
16,13,10,178258960.1569801867008209
16,13,11,1844258614.3440542221069336
16,13,12,2258383662.830833911895752
16,13,13,11362940.1212566383183002
16,13,14,3501800389.5957551002502441
16,13,15,382945297.2861660718917847
16,13,16,0
16,14,1,6147462.0500935018062592
16,14,2,16769442.5067461524158716
16,14,3,29461257.2751054205000401
16,14,4,71867770.029326856136322
16,14,5,235732542.4942462146282196
16,14,6,121980588.116334468126297
16,14,7,146037906.6189720630645752
16,14,8,716037622.7223310470581055
16,14,9,175325305.4944047033786774
16,14,10,1433318463.544586181640625
16,14,11,1819594374.1183803081512451
16,14,12,2143088305.6798374652862549
16,14,13,2929200808.3040685653686523
16,14,14,16659327.648115823045373
16,14,15,1306430064.2072100639343262
16,14,16,0
16,15,1,5691676.9657533820718527
16,15,2,24216752.5794678218662739
16,15,3,93996827.3164806216955185
16,15,4,156969141.8184902667999268
16,15,5,88400359.7006309330463409
16,15,6,110327260.5007028132677078
16,15,7,47056433.4825525358319283
16,15,8,139410205.8826208114624023
16,15,9,162600613.1828270256519318
16,15,10,1571672956.620164155960083
16,15,11,2059825937.4499166011810303
16,15,12,2364351424.9718575477600098
16,15,13,3039739166.8778338432312012
16,15,14,5299017296.7212705612182617
16,15,15,43243222.9279551208019257
16,15,16,0
16,16,1,0
16,16,2,0
16,16,3,0
16,16,4,0
16,16,5,0
16,16,6,0
16,16,7,0
16,16,8,0
16,16,9,0
16,16,10,0
16,16,11,0
16,16,12,0
16,16,13,0
16,16,14,0
16,16,15,0
16,16,16,0
